ph,turbidity,temperature,ecoli,number_of_symptom_reports,population_density,rainfall,risk_level
7.374245371778988,7.0125966222225475,30.849829725167417,0,12,4061.4133473652587,320.7318535009209,HIGH
6.164014304383554,10.603260509963329,36.68653290583486,0,9,8280.969950915785,100.24501061440446,HIGH
7.775406076225811,2.5725359270691284,25.784924787943094,0,7,9841.595878363161,83.9866376462661,LOW
7.946508244752092,5.186631096725158,24.638170226184748,0,7,4219.753603327116,0.8570209184611426,LOW
5.344068330211547,1.2883168441862574,23.865230661245207,1,10,3919.75991231791,29.149312320872035,HIGH
5.9280384438239135,9.970791186941769,35.81870313019499,0,11,3752.7608619073126,62.93584359668679,HIGH
7.215056362850556,2.9263541209104993,31.141949382682906,0,9,2489.5622892205056,79.45100959417609,MEDIUM
6.815381666890776,11.675119401583313,15.605799441370978,1,9,5252.401477038949,12.653622718411613,MEDIUM
7.08487895824614,11.9404991695933,15.341275783221707,0,13,7760.318972753124,95.3129310029388,MEDIUM
6.3322604651837775,5.564061985957314,22.019652723011486,0,11,50.0,48.03511165057829,MEDIUM
7.8914581773765455,5.354570342056351,28.380872664326247,0,8,3724.948456367279,36.01604891776129,LOW
7.800012741886053,1.8285147902980547,26.799179164687857,0,12,8368.06437750923,30.018092330657073,LOW
7.159427627805094,6.371010356270362,30.088671311062086,0,8,5300.865658174037,64.46668725074359,LOW
8.11451708627123,10.543312309857512,25.94733934690032,0,6,5358.626027418186,132.8361721735509,MEDIUM
7.520758408026841,7.62084726644701,35.384512628273654,0,11,50.0,38.35938822675767,LOW
6.326636783405085,14.739470108250728,31.632668272644096,0,12,6165.955726710962,55.649097139701006,HIGH
7.431875705674249,4.749072190168146,27.465459642694118,0,5,7025.557402617665,18.017682880108822,LOW
6.2370056592539,4.744402251362902,33.87203658320463,0,7,4759.822958280743,26.772422906974924,MEDIUM
7.890605271176545,3.0934909831370025,17.106562654108675,0,11,2364.4591853712295,89.37512024163524,MEDIUM
7.055066680112372,20.99533412473061,26.489551724008656,0,16,5439.89458584618,17.704617250301375,MEDIUM
6.933623872809265,1.8127044453384924,27.82507383676791,0,10,1294.0084782952104,52.19363383121668,LOW
6.487163410036453,10.052385110900758,30.612218999715058,0,8,923.456105455621,73.57630995658491,MEDIUM
8.200287204806626,10.68543332803626,16.709003983028275,0,11,6445.975172794924,150.8452359023881,HIGH
6.960923466138078,10.3904900040317,25.43755855875311,0,7,7268.278061709559,95.135254575858,MEDIUM
6.714504960053203,3.309040537464354,29.402764778106448,1,13,2120.659860448647,25.384349033782946,MEDIUM
6.783079804560593,5.561780012373785,29.862972758384014,0,16,937.0755550880195,49.330722271355405,LOW
7.579078266998014,9.121400486796496,34.116779048725206,1,13,1742.0327164368375,55.16393058419359,HIGH
7.42889965792767,3.9201445619951443,31.56903199444047,0,6,4753.419425814523,60.87601450999416,MEDIUM
7.4714593504363895,5.008037170288296,26.634923703767754,0,13,940.236102446996,146.77662105380844,MEDIUM
7.487738902707094,3.9736673021423607,31.049842493692527,0,10,7794.735398789226,47.97445734343698,MEDIUM
9.027482840783415,6.679134387123234,25.791818186672206,0,11,2898.2793506875514,45.80316261624605,MEDIUM
6.734226485253846,6.3757588668064935,27.880643716577115,1,8,5225.6165470424685,10.229355640837719,MEDIUM
6.638981543835616,16.41943048194098,31.768814100884175,0,15,2119.041088401059,43.12926988710269,MEDIUM
6.36760454457691,9.254433527442629,26.728195240871745,0,8,5835.265624988449,8.349142996144128,MEDIUM
7.654381480317946,2.217415546266942,29.171938077191026,1,8,6064.480359334402,48.02248506604564,HIGH
8.116075063448802,2.3771941684532703,32.76785261590207,0,10,50.0,90.96505238415662,MEDIUM
6.997447288110612,10.16971220001157,31.272989164434318,0,12,2296.9427611781507,33.81577808641376,MEDIUM
6.343859170733724,6.327677203587588,34.400831135288215,0,13,3761.459847498453,123.26564559542474,HIGH
6.357966905877884,20.219934660335017,40.97068978771746,1,4,2729.5152276099498,67.2253833315085,HIGH
7.685533509042231,20.183840711071305,31.21756664014166,0,12,6640.425334345554,75.84385383139008,MEDIUM
7.768928754083098,3.078972620270142,24.232244691571474,1,10,2527.858600565045,59.89447396650279,MEDIUM
7.588838841474675,7.70055157852947,30.070938286918803,0,9,6201.582943252622,109.24308564838613,MEDIUM
6.501041263440174,2.4030617866154245,29.812910498942504,1,9,5557.057819603538,59.60724942494622,MEDIUM
7.308945190760047,10.057269536178696,30.681064161062288,1,9,3897.756727478452,58.28222195065588,HIGH
7.205017228226655,17.914089985895842,35.97009748342423,1,8,6317.779157812467,22.58200629143517,HIGH
7.296819737056111,6.982001629723776,16.89533094609596,0,11,50.0,26.30659804211417,LOW
7.884285900153371,4.625004038215136,36.08302794797841,0,12,4027.261886748754,67.72731120047355,MEDIUM
7.301235993897214,8.24270923944901,38.10250120834868,1,8,2032.1435505777297,38.85819471345809,HIGH
7.711022206764705,11.43844558334754,30.408423979621286,0,5,3900.6342764141227,12.655823602493568,LOW
7.160821162540002,11.488416561133745,30.552810487338796,1,6,2885.662964583264,35.63052683577714,MEDIUM
7.360207458820986,4.663605781859672,25.55013115644301,1,9,4367.956120056652,96.50981028524633,HIGH
7.668159403254686,3.844477041725572,27.03794393890023,0,9,4226.561901838171,62.75500293360546,MEDIUM
5.7885597621299,7.4206646685424715,31.187712954888912,0,10,4588.512120426773,31.321977409809772,MEDIUM
6.812295905278429,4.898575370000936,30.801314356621944,0,10,4699.475033567521,51.64453443477913,LOW
6.676664611136483,13.688265164826493,31.324258380020325,0,6,5805.409748242527,104.03826773984038,HIGH
6.525009936580992,4.855158740303793,30.760011429619702,0,8,675.5533484874261,22.092419176858915,LOW
6.852371973895984,6.6340568055068845,32.39033984485422,0,14,5626.222844502829,20.2144898959472,MEDIUM
8.445447180110955,8.104580591962543,31.719892019913885,1,13,50.0,61.10854001626374,HIGH
6.320751995876081,1.8741296253427493,20.85390800843921,0,16,50.0,36.086348852916004,MEDIUM
7.971450519132333,4.100169391003278,31.993608261047278,0,7,9722.896339330277,61.073498530962055,MEDIUM
5.585417205545776,19.66319196449518,38.15151969849737,0,15,1571.249572235782,54.20588916578103,HIGH
6.798603473012802,11.12618442804113,26.840239488267585,0,13,2945.49150108651,60.945907306225855,MEDIUM
7.246477758594505,4.806966254121934,35.99687968789486,0,11,50.0,168.17426835825216,HIGH
7.62760009822335,10.08442780405866,21.496228200530453,1,13,2927.5262028964275,16.34957733878623,MEDIUM
7.740103921813569,13.544287319634126,26.82142428233739,1,10,4779.0274091371,86.41529535740378,HIGH
7.814012511679932,5.374664514010909,23.15305108914085,0,13,4879.779392928995,72.9744905612637,MEDIUM
6.786147434976406,10.782797445389697,35.275327514542795,1,16,821.0172542270504,83.3954047228402,HIGH
6.683883386601889,9.803884545529238,36.84285932645311,0,9,2957.7776824019033,7.957538462855548,MEDIUM
7.872178293131438,2.437445314457983,26.404823279474627,0,17,5232.515563748099,92.91538049799311,MEDIUM
6.927826107606546,5.396312103322248,34.0263691359711,0,13,4867.936464412801,43.47955220234425,MEDIUM
5.95188230899587,16.69407783602185,36.90375976742,1,10,4559.113038861622,59.061088847437695,HIGH
6.080041507396867,19.312552217047653,26.802486852229983,0,13,6329.194422198798,48.03568636665464,HIGH
6.272492942598549,11.185733808189589,27.7785096707819,1,10,3894.8276729687627,24.934511334938936,HIGH
7.547444669648387,3.99413553249013,31.4016922177619,0,11,8098.296747877314,44.663937409336505,MEDIUM
7.228183162463508,0.7345579271152671,21.944772110878294,1,13,3379.18873990714,54.07124839819332,MEDIUM
7.721436818660991,3.5843193274112375,27.660585571287363,0,8,6144.651621768645,77.95571699214172,MEDIUM
6.7154726182971185,2.1570970785778205,39.85672263721163,1,12,6244.335195965912,68.73399983145534,HIGH
7.242685721969043,17.476355101405414,23.99991887849822,0,13,50.0,49.485320204886904,MEDIUM
7.663031354570602,1.2569200897929633,32.122957444239084,0,14,5434.532259943579,55.904922471194006,MEDIUM
6.821588114251785,2.4963114611660444,30.14282667682207,1,16,2407.609720852963,55.37770043680318,MEDIUM
7.51109771380167,7.315983154867441,26.017404547782288,0,6,1375.2197559718252,76.39112017538075,LOW
6.5042666530400135,6.296276320554632,28.32993055745635,1,12,3011.6044935244877,92.34951288814372,HIGH
6.773251538091435,16.175269341718202,37.51571954723657,0,5,4652.727377898838,98.97760498027121,HIGH
6.756435895401504,9.406466859205903,30.321582879475805,1,4,50.0,40.333437874912754,HIGH
6.023744318969864,5.686063335791496,31.258911739567576,0,7,4275.274194060241,43.379220954590146,MEDIUM
7.538275232707023,13.84937870391448,36.60517377751054,0,11,3590.784481317785,37.31902133846304,HIGH
6.677537893817548,4.705139366225498,25.26353737801099,0,9,7106.898673580176,54.439263513731284,LOW
7.111244706854919,17.011974917649688,20.71851054097293,0,13,2426.0841932478424,200.25527275539758,HIGH
7.532671993015318,3.206053460660806,37.61008434954167,0,11,7531.503016922517,40.06145583532921,MEDIUM
7.501878058426949,6.134087367678443,27.819130695710584,1,12,5283.0367852362,83.46264718259359,HIGH
7.698846598075507,0.8711337125489339,32.36160510089408,1,10,4106.2240490305185,84.69358237827707,HIGH
7.011363063941518,11.56443344811816,22.426024886283837,0,12,7766.25213953839,70.68232713065305,MEDIUM
6.719031519160262,7.032398755997716,29.33115783147699,1,7,9583.092307080355,7.387315558390531,MEDIUM
7.02825361018424,17.040792887417556,20.418403290828856,0,10,3610.4635455420353,50.56620664748185,LOW
5.581399009437773,5.254061514890284,27.382439038368556,0,12,2127.756131529939,75.81851855615506,MEDIUM
5.797598774819221,1.8485677275848076,23.112460888930322,0,9,5401.156788192965,28.478346893756417,LOW
5.909570348881037,8.616101627069133,21.734073990524692,1,9,215.50810979745663,9.160537496819199,HIGH
6.202477855158666,4.194209479759293,25.18126398380446,1,11,557.1183175655165,77.05226682858145,HIGH
7.459796804051092,10.503347727741536,13.239656142190762,0,10,7859.243774962985,95.21122823573538,MEDIUM
6.285068850175945,3.2615599224965792,20.0405853733348,0,7,5801.208164517364,47.78858154334983,MEDIUM
6.759653701364549,15.146311662909628,31.69448493756197,0,14,1797.127976219508,34.74038314133053,MEDIUM
8.269305468007458,6.6307508487539515,29.085998337286362,0,7,12978.132438315994,136.27981449922942,HIGH
6.779362426044717,5.702085945572491,20.554878318224354,0,12,330.02412672983013,97.55902600368184,MEDIUM
7.763764011620378,14.507734421788541,30.287241416790398,1,9,5935.224168456113,20.97017568770207,HIGH
6.25974408799111,11.676075168337213,21.73072156708869,1,6,1969.8029306258063,59.83098064626136,HIGH
6.915106197919132,3.63471685273151,31.33178322248051,0,8,9186.99713709812,23.44825426332784,MEDIUM
6.244980150580477,11.457454242433624,26.306165559229044,1,8,2713.40094453578,41.144270080888326,HIGH
